"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `NPA_27` + `dip_x_2` + `-27-29-`",0.633873525027084,0.538836891085109,10.129855971087,1
"`output` ~ `diff_NBO_27_29` + `dip_x_2` + `-27-29-`",0.636183502533729,0.529175321647483,9.60976581962946,2
"`output` ~ `B1_B5_angle_4_7` + `diff_NBO_1_3` + `dip_x_2`",0.583820923517899,0.49972596341008,8.76011106972836,3
"`output` ~ `B5_4_7` + `-27-29-` + `Dihedral(1_4_7_8)`",0.657609706651944,0.490000478840819,9.10181242012228,4
"`output` ~ `NPA_27` + `dip_x_2` + `Dihedral(1_2_19_27)`",0.613724330299471,0.488861977113469,10.566889661748,5
"`output` ~ `B1_B5_angle_4_7` + `NPA_3` + `dip_x_2`",0.579043287780522,0.483025656829993,9.47269268541289,6
"`output` ~ `NPA_29` + `diff_NBO_27_29` + `dip_x_2`",0.603553846574559,0.471219501010471,11.2534197386971,7
"`output` ~ `NPA_27` + `NPA_29` + `dip_x_2`",0.603553846574552,0.471219501010462,11.2534197386972,8
"`output` ~ `NPA_27` + `diff_NBO_27_29` + `dip_x_2`",0.603553846574549,0.471219501010458,11.2534197386972,9
"`output` ~ `NPA_27` + `dip_x_2` + `Dist(27, 29)`",0.610348753565907,0.470599714488301,11.2869315871949,10
"`output` ~ `diff_NBO_27_29` + `dip_x_2` + `Dist(27, 29)`",0.603450011081697,0.469443839223225,10.6373253385615,11
"`output` ~ `B1_B5_angle_4_7` + `dip_x_2` + `-1-3-`",0.584167893897665,0.468679881394461,9.9479306400072,12
"`output` ~ `dip_y_1` + `dip_y_2` + `-27-29-`",0.587877459727822,0.455892041270551,10.2713090133295,13
"`output` ~ `-27-29-` + `para_1` + `Dihedral(1_4_7_8)`",0.600221976663496,0.445309374098216,10.8048195670516,14
"`output` ~ `B5_4_7` + `NPA_29` + `Dihedral(1_4_7_8)`",0.67706214583034,0.445055214952003,9.67627545150732,15
